pt_code,brand,mfg_code,name,series,famiglia_catalogo,current_btu,proposed_btu,current_kw,catalog_kw,model_capacity_class,issue_type,evidence,confidence,auto_correctable
50129416,ARISTON,3319669,HP SPLIT KIT BARRETTE (TUBI FUORI MURO),ARISTON SERIE COMMERCIALE,ARISTON SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50129416"",""model"":""HP SPLIT KIT BARRETTE (TUBI FUORI MURO)"",""mpn"":""3319669"",""catalog_family"":""HP SPLIT KIT BARRETTE (TUBI FUORI MURO)"",""page"":688,""confidence"":1.0}]",0.9,False
50129430,ARISTON,3319668,HP SPLIT KIT BARRETTE (TUBI NEL MURO),ARISTON SERIE COMMERCIALE,ARISTON SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50129430"",""model"":""HP SPLIT KIT BARRETTE (TUBI NEL MURO)"",""mpn"":""3319668"",""catalog_family"":""HP SPLIT KIT BARRETTE (TUBI NEL MURO)"",""page"":688,""confidence"":1.0}]",0.9,False
99813437,IDEAL CLIMA,THM10A,IDROSPLIT FALKO HI-WALL 1000 HW INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,[],0.65,False
99813444,IDEAL CLIMA,THM03A,IDROSPLIT FALKO HI-WALL 350 HW INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99813444"",""model"":""350"",""mpn"":""THM03A"",""catalog_family"":""IDROSPLIT FALKO HI-WALL HW INVERTER SENZA SONDA DI MINIMA *"",""page"":378,""confidence"":1.0}]",0.9,False
99813451,IDEAL CLIMA,THM05A,IDROSPLIT FALKO HI-WALL 500 HW INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99813451"",""model"":""500"",""mpn"":""THM05A"",""catalog_family"":""IDROSPLIT FALKO HI-WALL HW INVERTER SENZA SONDA DI MINIMA *"",""page"":378,""confidence"":1.0}]",0.9,False
99813468,IDEAL CLIMA,THM07A,IDROSPLIT FALKO HI-WALL 700 HW INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99813468"",""model"":""700"",""mpn"":""THM07A"",""catalog_family"":""IDROSPLIT FALKO HI-WALL HW INVERTER SENZA SONDA DI MINIMA *"",""page"":378,""confidence"":1.0}]",0.9,False
99813475,IDEAL CLIMA,THM08A,IDROSPLIT FALKO HI-WALL 850 HW INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99813475"",""model"":""850"",""mpn"":""THM08A"",""catalog_family"":""IDROSPLIT FALKO HI-WALL HW INVERTER SENZA SONDA DI MINIMA *"",""page"":378,""confidence"":1.0}]",0.9,False
50466870,IDEAL CLIMA,THMB10A,IDROSPLIT FALKO WHITE 1050 MY 26 INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50466870"",""model"":""1000"",""mpn"":""THMB10A"",""catalog_family"":""IDROSPLIT FALKO WHITE INVERTER"",""page"":378,""confidence"":1.0}]",0.9,False
50466832,IDEAL CLIMA,THMB03A,IDROSPLIT FALKO WHITE 350 MY 26 INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50466832"",""model"":""350"",""mpn"":""THMB03A"",""catalog_family"":""IDROSPLIT FALKO WHITE INVERTER"",""page"":378,""confidence"":1.0}]",0.9,False
50466849,IDEAL CLIMA,THMB05A,IDROSPLIT FALKO WHITE 500 MY 26 INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50466849"",""model"":""500"",""mpn"":""THMB05A"",""catalog_family"":""IDROSPLIT FALKO WHITE INVERTER"",""page"":378,""confidence"":1.0}]",0.9,False
50466856,IDEAL CLIMA,THMB07A,IDROSPLIT FALKO WHITE 700 MY 26 INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50466856"",""model"":""700"",""mpn"":""THMB07A"",""catalog_family"":""IDROSPLIT FALKO WHITE INVERTER"",""page"":378,""confidence"":1.0}]",0.9,False
50466863,IDEAL CLIMA,THMB08A,IDROSPLIT FALKO WHITE 850 MY 26 INV,IDEAL CLIMA SERIE COMMERCIALE,IDEAL CLIMA SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50466863"",""model"":""850"",""mpn"":""THMB08A"",""catalog_family"":""IDROSPLIT FALKO WHITE INVERTER"",""page"":378,""confidence"":1.0}]",0.9,False
50227303,STEELPUMPS,SP04777778,MINIPOMPA X CONDENSA UNDERSPLIT 10,STEELPUMPS SERIE COMMERCIALE,STEELPUMPS SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50227303"",""model"":""MINIPOMPA X CONDENSA UNDERSPLIT 10"",""mpn"":""SP04777778"",""catalog_family"":""MINIPOMPA PER CONDENSA UNDERSPLIT 10"",""page"":636,""confidence"":1.0}]",0.9,False
50227327,STEELPUMPS,SP04772222,NEBULIZZATORE DI CONDENSA SPLIT CLOUD,STEELPUMPS SERIE COMMERCIALE,STEELPUMPS SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50227327"",""model"":""NEBULIZZATORE DI CONDENSA SPLIT CLOUD"",""mpn"":""SP04772222"",""catalog_family"":""NEBULIZZATORE DI CONDENSA CLOUD"",""page"":636,""confidence"":1.0}]",0.9,False
50067596,HSD,0010039938,SCHEDA WIFI CLIMATIZZATORI UI SDH19/20-I,VIVAIR TOP,VIVAIR TOP,7000,7000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50067596"",""model"":""OPTIONAL"",""mpn"":""0010039938"",""catalog_family"":""VIVAIR ONE"",""page"":615,""confidence"":1.0}]",0.9,False
50129478,ARISTON,3319661,SPLIT FS KIT R-L-UP,ARISTON SERIE COMMERCIALE,ARISTON SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50129478"",""model"":""SPLIT FS KIT R-L-UP"",""mpn"":""3319661"",""catalog_family"":""SPLIT FS KIT R, L, UP"",""page"":688,""confidence"":1.0}]",0.9,False
99831400,WIGAM,13005063,TELO LAVAGGIO UI A PARETE EVA-SPLIT,WIGAM SERIE COMMERCIALE,WIGAM SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99831400"",""model"":""EVA-SPLIT"",""mpn"":""13005063"",""catalog_family"":""TELO LAVAGGIO PER UNITÀ INTERNE DI CLIMATIZZAZIONE A PARETE"",""page"":1494,""confidence"":1.0}]",0.9,False
50050192,FANTINI COSMI,AP6582,TERMOVENTILATORE DA PARETE TEPORSPLIT,FANTINI COSMI SERIE COMMERCIALE,FANTINI COSMI SERIE COMMERCIALE,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50050192"",""model"":""TERMOVENTILATORE DA PARETE TEPORSPLIT"",""mpn"":""AP6582"",""catalog_family"":""TERMOVENTILATORE DA PARETE TEPORSPLIT"",""page"":85,""confidence"":1.0}]",0.9,False
50368716,HISENSE,AUF140UR4RMPA8,UI A COLONNA 140 AUF140UR4RMPA8,COMMERCIALE HISENSE (TURBO / CASSETTA / CANALIZZATO / COLONNA),COMMERCIALE HISENSE (TURBO / CASSETTA / CANALIZZATO / COLONNA),48000,48000,,,140,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50368716"",""model"":""U.I. AUF140UR4RMPA8"",""mpn"":""AUF140UR4RMPA8"",""catalog_family"":""COLONNA"",""page"":552,""confidence"":1.0},{""source"":""same_brand_series_class_consensus"",""brand"":""HISENSE"",""serie"":""COMMERCIALE HISENSE (TURBO / CASSETTA / CANALIZZATO / COLONNA)"",""model_capacity_class"":140,""distribution"":{""48000"":2},""mode"":48000,""mode_ratio"":1.0},{""source"":""same_model_family_catalog_peers"",""peers"":[{""pt_code"":""50199075"",""name"":""UI COMM PAV/SOFF 140 AUV140UR4RC8"",""current_btu"":48000,""current_kw"":null,""catalog_model"":""U.I. AUV140UR4RC8"",""catalog_page"":552}]},{""source"":""manual_validation_after_audit"",""pt_code"":""50368716"",""confirmed_btu"":48000}]",1.0,False
50462872,HITACHI,RAK-CJ25PHAE,UI AIRHOME 200 RAK-CJ25PHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,60000,60000,,,,OK,[],0.65,False
50462889,HITACHI,RAK-CJ35PHAE,UI AIRHOME 200 RAK-CJ35PHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,60000,60000,,,,OK,[],0.65,False
50462896,HITACHI,RAK-CJ50PHAE,UI AIRHOME 200 RAK-CJ50PHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,60000,60000,,,,OK,[],0.65,False
50294190,HITACHI,RAK-DJ18RHAE,UI AIRHOME 400 PAR RAK-DJ18RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50293773,HITACHI,RAK-DJ25RHAE,UI AIRHOME 400 PAR RAK-DJ25RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50293810,HITACHI,RAK-DJ35RHAE,UI AIRHOME 400 PAR RAK-DJ35RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,12000,12000,,,,OK,[],0.65,False
50293827,HITACHI,RAK-DJ50RHAE,UI AIRHOME 400 PAR RAK-DJ50RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,18000,18000,,,,OK,[],0.65,False
50293834,HITACHI,RAK-DJ60RHAE,UI AIRHOME 400 PAR RAK-DJ60RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,21000,21000,,,,OK,[],0.65,False
50293841,HITACHI,RAK-DJ70RHAE,UI AIRHOME 400 PAR RAK-DJ70RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,24000,24000,,,,OK,[],0.65,False
50294138,HITACHI,RAK-VJ15QHAE,UI AIRHOME 600 PAR RAK-VJ15QHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50294145,HITACHI,RAK-VJ18RHAE,UI AIRHOME 600 PAR RAK-VJ18RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50288656,HITACHI,RAK-VJ25RHAE,UI AIRHOME 600 PAR RAK-VJ25RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50288687,HITACHI,RAK-VJ35RHAE,UI AIRHOME 600 PAR RAK-VJ35RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,12000,12000,,,,OK,[],0.65,False
50288700,HITACHI,RAK-VJ42RHAE,UI AIRHOME 600 PAR RAK-VJ42RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,15000,15000,,,,OK,[],0.65,False
50288717,HITACHI,RAK-VJ50RHAE,UI AIRHOME 600 PAR RAK-VJ50RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,18000,18000,,,,OK,[],0.65,False
50288731,HITACHI,RAK-VJ60RHAE,UI AIRHOME 600 PAR RAK-VJ60RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,21000,21000,,,,OK,[],0.65,False
50288755,HITACHI,RAK-VJ70RHAE,UI AIRHOME 600 PAR RAK-VJ70RHAE,AIRHOME 400 / 600,AIRHOME 400 / 600,24000,24000,,,,OK,[],0.65,False
50462759,HITACHI,RAK-XJ18QHBE,UI AIRHOME 800 PAR RAK-XJ18QHBE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50462766,HITACHI,RAK-XJ25RHBE,UI AIRHOME 800 PAR RAK-XJ25RHBE,AIRHOME 400 / 600,AIRHOME 400 / 600,9000,9000,,,,OK,[],0.65,False
50462780,HITACHI,RAK-XJ35RHBE,UI AIRHOME 800 PAR RAK-XJ35RHBE,AIRHOME 400 / 600,AIRHOME 400 / 600,12000,12000,,,,OK,[],0.65,False
50462803,HITACHI,RAK-XJ50RHBE,UI AIRHOME 800 PAR RAK-XJ50RHBE,AIRHOME 400 / 600,AIRHOME 400 / 600,18000,18000,,,,OK,[],0.65,False
50458516,HISENSE,QK25WM0AG,UI AIR MASTER 25 QK25WM0AG,AIR MASTER,AIR MASTER,9000,9000,,,25,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458516"",""model"":""U.I. QK25WM0AG"",""mpn"":""QK25WM0AG"",""catalog_family"":""AIR MASTER"",""page"":548,""confidence"":1.0}]",0.9,False
50458530,HISENSE,QK35WM0AG,UI AIR MASTER 35 QK35WM0AG,AIR MASTER,AIR MASTER,12000,12000,,,35,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458530"",""model"":""U.I. QK35WM0AG"",""mpn"":""QK35WM0AG"",""catalog_family"":""AIR MASTER"",""page"":548,""confidence"":1.0}]",0.9,False
50458554,HISENSE,QK50FM0AG,UI AIR MASTER 50 QK50FM0AG,AIR MASTER,AIR MASTER,18000,18000,,,50,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458554"",""model"":""U.I. QK50FM0AG"",""mpn"":""QK50FM0AG"",""catalog_family"":""AIR MASTER"",""page"":548,""confidence"":1.0}]",0.9,False
99760885,HITACHI,RAK-25RXE,UI AKEBONO PARETE E RAK-25RXE R32,HITACHI SERIE COMMERCIALE,HITACHI SERIE COMMERCIALE,9000,9000,,,,OK,[],0.65,False
50467563,MIDEA,ALYA-12IU,UI ALYA 12,ALYA,ALYA,12000,12000,,,12,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50467563"",""model"":""U.I. MSGPBU-12HRFN8-QRD1G"",""mpn"":""ALYA-12IU"",""catalog_family"":""ALYA"",""page"":539,""confidence"":1.0}]",0.9,False
50467587,MIDEA,ALYA-18IU,UI ALYA 18,ALYA,ALYA,18000,18000,,,18,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50467587"",""model"":""U.I. MSGPCU-18HRFN8-QRD1G"",""mpn"":""ALYA-18IU"",""catalog_family"":""ALYA"",""page"":539,""confidence"":1.0}]",0.9,False
50467532,MIDEA,ALYA-09IU,UI ALYA 9,ALYA,ALYA,9000,9000,,,9,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50467532"",""model"":""U.I. MSGPAU-09HRFN8-QRD1G"",""mpn"":""ALYA-09IU"",""catalog_family"":""ALYA"",""page"":539,""confidence"":1.0}]",0.9,False
99652715,ARISTON,3381251,UI ALYS 25 MUD0-I,ALYS R32,ALYS R32,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99652715"",""model"":""U.I. ALYS 25 UD0-I"",""mpn"":""3381251"",""catalog_family"":""ALYS"",""page"":600,""confidence"":1.0}]",0.9,False
99652722,ARISTON,3381252,UI ALYS 35 MUD0-I,ALYS R32,ALYS R32,12000,12000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99652722"",""model"":""U.I. ALYS 35 UD0-I"",""mpn"":""3381252"",""catalog_family"":""ALYS"",""page"":600,""confidence"":1.0}]",0.9,False
99652739,ARISTON,3381253,UI ALYS 50 MUD0-I,ALYS R32,ALYS R32,18000,18000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""99652739"",""model"":""U.I. ALYS 50 UD0-I"",""mpn"":""3381253"",""catalog_family"":""ALYS"",""page"":600,""confidence"":1.0}]",0.9,False
50122349,ARISTON,3381515,UI ALYS 70 MUD0-I,ALYS R32,ALYS R32,24000,24000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50122349"",""model"":""U.I. ALYS 70 UD0-I"",""mpn"":""3381515"",""catalog_family"":""ALYS"",""page"":600,""confidence"":1.0}]",0.9,False
50451524,ARISTON,4213052,UI ALYS NET 25 UA1-I R32,ALYS R32,ALYS R32,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50451524"",""model"":""U.I. ALYS NET 25 MUA1"",""mpn"":""4213052"",""catalog_family"":""ALYS NET"",""page"":600,""confidence"":1.0}]",0.9,False
50451531,ARISTON,4213053,UI ALYS NET 35 UA1-I R32,ALYS R32,ALYS R32,12000,12000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50451531"",""model"":""U.I. ALYS NET 35 MUA1"",""mpn"":""4213053"",""catalog_family"":""ALYS NET"",""page"":600,""confidence"":1.0}]",0.9,False
50451548,ARISTON,4213054,UI ALYS NET 50 UA1-I R32,ALYS R32,ALYS R32,18000,18000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50451548"",""model"":""U.I. ALYS NET 50 MUA1"",""mpn"":""4213054"",""catalog_family"":""ALYS NET"",""page"":600,""confidence"":1.0}]",0.9,False
50451555,ARISTON,4213055,UI ALYS NET 70 UA1-I R32,ALYS R32,ALYS R32,24000,24000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50451555"",""model"":""U.I. ALYS NET 70 MUA1"",""mpn"":""4213055"",""catalog_family"":""ALYS NET"",""page"":600,""confidence"":1.0}]",0.9,False
50264155,SENDO,SND-18ARS3-ID,UI ARIS PARETE SND-18ARS3,SENDO SERIE COMMERCIALE,SENDO SERIE COMMERCIALE,9000,9000,,,,OK,[],0.65,False
50458868,LG,AA09SB.NS1,UI ARTCOOL BLACK AL AIR AA09SB,ARTCOOL MIRROR / BLACK,ARTCOOL MIRROR / BLACK,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458868"",""model"":""U.I AA09SB.NS1"",""mpn"":""AA09SB.NS1"",""catalog_family"":""FINITURA OPACA"",""page"":583,""confidence"":1.0}]",0.9,False
50458875,LG,AA12SB.NS1,UI ARTCOOL BLACK AL AIR AA12SB,ARTCOOL MIRROR / BLACK,ARTCOOL MIRROR / BLACK,12000,12000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458875"",""model"":""U.I. AA12SB.NS1"",""mpn"":""AA12SB.NS1"",""catalog_family"":""FINITURA OPACA"",""page"":583,""confidence"":1.0}]",0.9,False
50286164,LG,A09GA2.NSE,UI ARTCOOL GALLERY LCD A09GA2,ARTCOOL GALLERY PHOTO / LCD,ARTCOOL GALLERY PHOTO / LCD,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50286164"",""model"":""U.I. A09GA2.NSE"",""mpn"":""A09GA2.NSE"",""catalog_family"":""ARTCOOL GALLERY LCD"",""page"":583,""confidence"":1.0}]",0.9,False
50458820,LG,A09GA2N.EEU,UI ARTCOOL GALLERY LCD A09GA2N,ARTCOOL GALLERY PHOTO / LCD,ARTCOOL GALLERY PHOTO / LCD,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458820"",""model"":""U.I. A09GA2N.EEU"",""mpn"":""A09GA2N.EEU"",""catalog_family"":""ARTCOOL GALLERY LCD"",""page"":583,""confidence"":1.0}]",0.9,False
50458844,LG,A12GA2N.EEU,UI ARTCOOL GALLERY LCD A12GA2N,ARTCOOL GALLERY PHOTO / LCD,ARTCOOL GALLERY PHOTO / LCD,12000,12000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50458844"",""model"":""U.I. A12GA2N.EEU"",""mpn"":""A12GA2N.EEU"",""catalog_family"":""ARTCOOL GALLERY LCD"",""page"":583,""confidence"":1.0}]",0.9,False
50286188,LG,A09GA1.NSE,UI ARTCOOL GALLERY PHOTO A09GA1,ARTCOOL GALLERY PHOTO / LCD,ARTCOOL GALLERY PHOTO / LCD,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50286188"",""model"":""U.I. A09GA1.NSE"",""mpn"":""A09GA1.NSE"",""catalog_family"":""ARTCOOL GALLERY PHOTO"",""page"":583,""confidence"":1.0}]",0.9,False
50286201,LG,A12GA1.NSE,UI ARTCOOL GALLERY PHOTO A12GA1,ARTCOOL GALLERY PHOTO / LCD,ARTCOOL GALLERY PHOTO / LCD,12000,12000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50286201"",""model"":""U.I. A12GA1.NSE"",""mpn"":""A12GA1.NSE"",""catalog_family"":""ARTCOOL GALLERY PHOTO"",""page"":583,""confidence"":1.0}]",0.9,False
50364169,LG,AA09SP.NS1,UI ARTCOOL MIRROR AL AIR AA09SP,ARTCOOL MIRROR / BLACK,ARTCOOL MIRROR / BLACK,9000,9000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50364169"",""model"":""U.I AA09SP.NS1"",""mpn"":""AA09SP.NS1"",""catalog_family"":""FINITURA SPECCHIO"",""page"":583,""confidence"":1.0}]",0.9,False
50364176,LG,AA12SP.NS1,UI ARTCOOL MIRROR AL AIR AA12SP,ARTCOOL MIRROR / BLACK,ARTCOOL MIRROR / BLACK,12000,12000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50364176"",""model"":""U.I. AA12SP.NS1"",""mpn"":""AA12SP.NS1"",""catalog_family"":""FINITURA SPECCHIO"",""page"":583,""confidence"":1.0}]",0.9,False
50364183,LG,AA18SP.NS1,UI ARTCOOL MIRROR AL AIR AA18SP,ARTCOOL MIRROR / BLACK,ARTCOOL MIRROR / BLACK,18000,18000,,,,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50364183"",""model"":""U.I. AA18SP.NS1"",""mpn"":""AA18SP.NS1"",""catalog_family"":""FINITURA SPECCHIO"",""page"":583,""confidence"":1.0}]",0.9,False
50158188,MIDEA,MSFAAU-09HRFN8B,UI BREEZELESS+ 09,BREEZELESS / BREEZELESS E,BREEZELESS / BREEZELESS E,9000,9000,,,9,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50158188"",""model"":""U.I. MSFAAU-09HRFN8B"",""mpn"":""MSFAAU-09HRFN8B"",""catalog_family"":""BREEZELESS+"",""page"":539,""confidence"":1.0},{""source"":""same_brand_series_class_consensus"",""brand"":""MIDEA"",""serie"":""BREEZELESS / BREEZELESS E"",""model_capacity_class"":9,""distribution"":{""9000"":3},""mode"":9000,""mode_ratio"":1.0},{""source"":""same_model_family_catalog_peers"",""peers"":[{""pt_code"":""50227518"",""name"":""UI BREEZELESS E 09"",""current_btu"":9000,""current_kw"":null,""catalog_model"":""U.I. MSCB1BU-09HRFN8"",""catalog_page"":539}]}]",0.9,False
50157068,MIDEA,MSFAAU-12HRFN8B,UI BREEZELESS+ 12,BREEZELESS / BREEZELESS E,BREEZELESS / BREEZELESS E,12000,12000,,,12,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50157068"",""model"":""U.I. MSFAAU-12HRFN8B"",""mpn"":""MSFAAU-12HRFN8B"",""catalog_family"":""BREEZELESS+"",""page"":539,""confidence"":1.0},{""source"":""same_brand_series_class_consensus"",""brand"":""MIDEA"",""serie"":""BREEZELESS / BREEZELESS E"",""model_capacity_class"":12,""distribution"":{""12000"":3},""mode"":12000,""mode_ratio"":1.0},{""source"":""same_model_family_catalog_peers"",""peers"":[{""pt_code"":""50227525"",""name"":""UI BREEZELESS E 12"",""current_btu"":12000,""current_kw"":null,""catalog_model"":""U.I. MSCB1BU-12HRFN8"",""catalog_page"":539}]}]",0.9,False
50227518,MIDEA,MSCB1BU-09HRFN8,UI BREEZELESS E 09,BREEZELESS / BREEZELESS E,BREEZELESS / BREEZELESS E,9000,9000,,,9,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50227518"",""model"":""U.I. MSCB1BU-09HRFN8"",""mpn"":""MSCB1BU-09HRFN8"",""catalog_family"":""BREEZELESS E"",""page"":539,""confidence"":1.0},{""source"":""same_brand_series_class_consensus"",""brand"":""MIDEA"",""serie"":""BREEZELESS / BREEZELESS E"",""model_capacity_class"":9,""distribution"":{""9000"":3},""mode"":9000,""mode_ratio"":1.0},{""source"":""same_model_family_catalog_peers"",""peers"":[{""pt_code"":""50158188"",""name"":""UI BREEZELESS+ 09"",""current_btu"":9000,""current_kw"":null,""catalog_model"":""U.I. MSFAAU-09HRFN8B"",""catalog_page"":539}]}]",0.9,False
50227525,MIDEA,MSCB1BU-12HRFN8,UI BREEZELESS E 12,BREEZELESS / BREEZELESS E,BREEZELESS / BREEZELESS E,12000,12000,,,12,OK,"[{""source"":""Knowledge/catalog_table_context.json"",""match"":""pt_code"",""pt_code"":""50227525"",""model"":""U.I. MSCB1BU-12HRFN8"",""mpn"":""MSCB1BU-12HRFN8"",""catalog_family"":""BREEZELESS E"",""page"":539,""confidence"":1.0},{""source"":""same_brand_series_class_consensus"",""brand"":""MIDEA"",""serie"":""BREEZELESS / BREEZELESS E"",""model_capacity_class"":12,""distribution"":{""12000"":3},""mode"":12000,""mode_ratio"":1.0},{""source"":""same_model_family_catalog_peers"",""peers"":[{""pt_code"":""50157068"",""name"":""UI BREEZELESS+ 12"",""current_btu"":12000,""current_kw"":null,""catalog_model"":""U.I. MSFAAU-12HRFN8B"",""catalog_page"":539}]}]",0.9,False
